,bird_species,bird_english_name,bird_generic_name,bird_song_url,bird_song_name
0,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/36065/download,SPChinchipe_FL 3Jul06 between Jaen_SanIgnacio.mp3
1,dorbignii,Moss-backed Sparrow,Arremon,https://xeno-canto.org/692727/download,XC692727-211202_4652_1.mp3
2,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/296852/download,XC296852-ChinchipeSpinetail_Peru_061915_song.mp3
3,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/296851/download,XC296851-ChinchipeSpinetail_Peru_061915_call.mp3
4,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/27768/download,ChinchipeSpinetailEdwards.mp3
5,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/763551/download,XC763551-Synallaxis-chichipensis_Jaen_MixPre-1816.wav
6,dorbignii,Moss-backed Sparrow,Arremon,https://xeno-canto.org/692726/download,XC692726-211203_4690.mp3
7,dabbenei,Yungas Sparrow,Rhynchospiza,https://xeno-canto.org/494097/download,XC494097-RhynchospizadabbTape11Salta.mp3
8,dorbignii,Moss-backed Sparrow,Arremon,https://xeno-canto.org/351193/download,"XC351193-160907_10_Saffron-billed Sparrow_Refugio Los Volcanes, Santa Cruz_6 Sep 2016 - trimmed.mp3"
9,dabbenei,Yungas Sparrow,Rhynchospiza,https://xeno-canto.org/288810/download,XC288810-Aimophila_strigiceps25Oct2015_0707hrs.mp3
10,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/230215/download,XC230215-Chinchipe Spinetail B 5361.mp3
11,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/230214/download,XC230214-Chinchipe Spinetail B 5360.mp3
12,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/230213/download,XC230213-Chinchipe Spinetail B 5359.mp3
13,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/230211/download,XC230211-Chinchipe Spinetail B 5362.mp3
14,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/122189/download,XC122189-20110515-0632-1087-PE-CJ-Jaen-Necklaced Spinetails.mp3
15,dabbenei,Yungas Sparrow,Rhynchospiza,https://xeno-canto.org/49729/download,SPARROW Stripe-capped_13_Lozano-1200 msnm-Jujuy_AR_4DIC98_Rosendo Fraga.mp3
16,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/36066/download,SPChinchipe_FL 3Jul06 betweenJaen_SanIgnacio.mp3
17,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/12113/download,ChinchipSp-FL.mp3
18,piperata,Spotted Berrypecker,Rhamphocharis,https://xeno-canto.org/459097/download,XC459097-Spotted Berrypecker.mp3
19,dorbignii,Moss-backed Sparrow,Arremon,https://xeno-canto.org/139295/download,XC139295-Arre_rflavirostris_call_Aguas Negras_PN Calilegua_Jujuy_27ENE2013_B Lopez-Lanus_BLL378-020.mp3
20,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/41184/download,SynChi_Jae_JH_07_MC.mp3
21,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/39069/download,SPChinchipe_FL 6Dec04Tamborapa (nrJaen).mp3
22,chinchipensis,Chinchipe Spinetail,Synallaxis,https://xeno-canto.org/13437/download,Chinchipe_Spinetail.mp3
23,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/152944/download,XC152944-2013100249_2209_Apteryx owenii_M_F deroussen.mp3
24,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/33754/download,Little_Spotted_Kiwi_spel_Tiritiri_Matangi_Island_2005-01-06.mp3
25,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/182608/download,XC182608-2012_11_19 Apteryx owenii.mp3
26,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/88143/download,LSKI_kapiti.mp3
27,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/498079/download,XC498079-Little spotted kiwi-Apteryx owenii-181228_01-ShakespearePark.mp3
28,owenii,Little Spotted Kiwi,Apteryx,https://xeno-canto.org/215249/download,XC215249-Little Spotted Kiwi.mp3
29,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/666024/download,XC666024-GSKiwi.BullockCreek.31.07.2021(2100).PairDuetting.RealyNice.wav
30,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/579690/download,XC579690-GreatSpottedKiwiDuet.SunshineFlatShelter.25.07.2020(1845).mp3
31,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/444298/download,XC444298-Apteryx haasti181121_T2277 .mp3
32,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/345367/download,XC345367-Apteryx haasti161118_T1326.mp3
33,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/114351/download,"XC114351-Kiwi, Great Spotted1.mp3"
34,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/114337/download,"XC114337-Kiwi, Great Spotted2.mp3"
35,haastii,Great Spotted Kiwi,Apteryx,https://xeno-canto.org/345368/download,XC345368-Apteryx haasti161118_T1327.mp3
36,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/551587/download,XC551587-Inambu ZOOM0018.mp3
37,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/481402/download,XC481402-NothuramacLascanoUYTape52.mp3
38,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/744960/download,XC744960-211114_001codornaamarela.mp3
39,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/686218/download,XC686218-inambucomun (1).mp3
40,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/681211/download,XC681211-18-10-2021 9e56 Codorna amarela.mp3
41,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/609616/download,XC609616-N maculosa.mp3
42,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/541161/download,XC541161-02-04-2020 6e22 Codorna amarela.mp3
43,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/506257/download,XC506257-CODORNA icognita mineira 7-11-2019 6e53.mp3
44,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/496226/download,XC496226-Nothura maculosa.mp3
45,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/443402/download,XC443402-Codorna amarela5 (Nothura maculosa-OK-OK) 16-11-18 10e38.mp3
46,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/443401/download,XC443401-Codorna amarela1 (Nothura maculosa-OK-OK) 16-11-18 10e8.mp3
47,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/441990/download,XC441990-Codorna amarela3 (Nothura maculosa-OK-OK).mp3
48,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/433822/download,XC433822-mp3_N. maculosa.mp3
49,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/414135/download,XC414135-Codorna amarela (Nothura maculosa-OK-OK).mp3
50,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/345716/download,XC345716-Chaco Nothura 5 082916.mp3
51,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/319690/download,XC319690-Nothura maculosa Patrocinio MG 11 01 2012.mp3
52,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/153782/download,XC153782-COdorna amrela 2.mp3
53,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/153780/download,XC153780-CODORNA AMARELA.mp3
54,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/45566/download,Nothura maculosa_Spotted Nothura_Estancia El Potrero_Gualeguaychu_Entre Rios_Argentina_9MAY08b_Bernabe Lopez-Lanus.mp3
55,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/45565/download,Nothura maculosa_Spotted Nothura_Estancia El Potrero_Gualeguaychu_Entre Rios_Argentina_9MAY08c_Bernabe Lopez-Lanus.mp3
56,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/45564/download,Nothura maculosa_Spotted Nothura_Estancia Las Vinchucas_Altona_Tapalque_Buenos Aires_Argentina_2ENE2004_Bernabe Lopez-Lanus.mp3
57,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/45046/download,Nothura_maculosa_MG_091229-1035.mp3
58,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/17082/download,codorna942_NEW.mp3
59,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/807776/download,XC807776-Nothura-maculosa-4.mp3
60,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/744407/download,XC744407-201225_001codorna-amarela.mp3
61,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/654324/download,XC654324-Nothura maculosa DCB 476-3f.mp3
62,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/602385/download,XC602385-Nothura maculosa (Codorna-amarela) 1.mp3
63,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/500230/download,XC500230-Nothura maculosa DCB 422-8.mp3
64,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/441899/download,XC441899-Codorna2 (Nothura maculosa-OK  ‎6‎-11-2018 ‏‎17e42).mp3
65,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/441797/download,XC441797-Perdiz (P).mp3
66,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/391957/download,XC391957-Perdiz y Fdo Cuchilla.mp3
67,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/361092/download,XC361092-Chaco Nothura 11.mp3
68,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/345715/download,XC345715-Chaco Nothura 4 082916.mp3
69,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/345712/download,XC345712-Chaco Nothura 1 082916.mp3
70,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/273217/download,XC273217-Spotted Nothura song B.mp3
71,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/273216/download,XC273216-Spotted Nothura song B 1.mp3
72,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/211655/download,XC211655-F330 Nothura_maculosa(011110)Garca(song).mp3
73,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/211654/download,XC211654-F329 Nothura_maculosa(011110)Garca(single calls18h00).mp3
74,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/85240/download,NOTMAC16.mp3
75,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/61154/download,0041 Nothura maculosa_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_19AGO2010_B Lopez-Lanus.mp3
76,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51598/download,NOTHURA Spotted_12_Puente Barral-Saladillo_Buenos Aires_AR_17FEB06_Bernabe Lopez-Lanus.mp3
77,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51597/download,NOTHURA Spotted_10_Sao Francisco de Paula_Rio Grande do Sul_BR_4JUL07_Bernabe Lopez-Lanus.mp3
78,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51596/download,NOTHURA Spotted_09_Puente Barral_Saladillo_Buenos Aires_AR_17FEB06_Bernabe Lopez-Lanus.mp3
79,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51595/download,NOTHURA Spotted_07_Caracoles_Maldonado_UR_20AGO03_Bernabe Lopez-Lanus  SN.mp3
80,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51594/download,NOTHURA Spotted_06_Caracoles_Maldonado_UR_19AGO03_Bernabe Lopez-Lanus  SN.mp3
81,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51591/download,NOTHURA Spotted_03_Tapalque_Buenos Aires_AR_4ENE04_Bernabe Lopez-Lanus.mp3
82,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51590/download,NOTHURA Spotted_02_Tapalque_Buenos Aires_AR_4ENE04_Bernabe Lopez-Lanus.mp3
83,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/37263/download,Codorna  amrela assutada mtz XENO II.mp3
84,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/36591/download,CODORNA AMARELA ALTO MTZ.mp3
85,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/17951/download,Perdiz - Nothura maculosa2.mp3
86,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/17949/download,Perdiz - Nothura maculosa1.mp3
87,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/17155/download,CA920.mp3
88,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/8586/download,Nothura_maculosa_DDG.mp3
89,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/5208/download,20_Nothura boraquira_F12_Icapui_28_V_2005_Ciro Albano.mp3
90,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/688899/download,XC688899-recording-20211117-111334 Codorna xc.mp3
91,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/510645/download,XC510645-Nothura maculosa_Mostardas_1153.mp3
92,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/510616/download,XC510616-Nothura maculosa_Bage_1182.mp3
93,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/451827/download,XC451827-Codorna amarela (Nothura maculosa-OK-OK) 6-1-‎2019 ‏‎16e26.mp3
94,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/361091/download,XC361091-Chaco Nothura 10.mp3
95,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/345713/download,XC345713-Chaco Nothura 2 082916.mp3
96,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/273215/download,XC273215-Spotted Nothura B.mp3
97,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/273214/download,XC273214-Spotted Nothura B 1.mp3
98,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/226708/download,XC226708-Spotted Nothura C 239.mp3
99,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/176452/download,XC176452-Tinamidae_Nothura_maculosa_07_09_2012_H14_34_Florestal_Gateados_Campo_Belo_do_Sul_SC.mp3
100,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/105632/download,nothura maculosa.mp3
101,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/94198/download,R09_0060Nothura_ACL.mp3
102,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/61153/download,0041 Nothura maculosa 1_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_20AGO2010_B Lopez-Lanus.mp3
103,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51593/download,NOTHURA Spotted_05_Tapalque_Buenos Aires_AR_2ENE04_Bernabe Lopez-Lanus.mp3
104,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/51592/download,NOTHURA Spotted_04_Tapalque_Buenos Aires_AR_4ENE04_Bernabe Lopez-Lanus.mp3
105,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/49562/download,NOTHURA Spotted_11_Estancia San Juan Poriahu_Corrientes_AR_9ABR98_Rosendo Fraga.mp3
106,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/30367/download,Nothura maculosa 20 oct 08 lag blanca.mp3
107,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/29054/download,Codorna  Amarela-Xeno OK.mp3
108,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/7623/download,perdiz1.alvaricc.mp3
109,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/226709/download,XC226709-Spotted Nothura D 240.mp3
110,maculosa,Spotted Nothura,Nothura,https://xeno-canto.org/345714/download,XC345714-Chaco Nothura 3 082916.mp3
111,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/439631/download,XC439631-Whistling_Duck_Spotted_SD562_Twelve_Mile_Camp_One_Night3a_4thSep18.mp3
112,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/439630/download,XC439630-Whistling-Duck_Spotted_SD560_Twelve_Mile_Night1a_3rdSep18.mp3
113,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/439629/download,XC439629-Whistling-Duck_Spotted_SD560_Twelve_Mile_Night1b_3rdSep18.mp3
114,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/439627/download,XC439627-Whistling_Duck_Spotted_SD562_Twelve_Mile_Camp_One_Night3b_4thSep18.mp3
115,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/615755/download,XC615755-Spotted Whistlig-Duck Lockhart R SP Jan 18 2021 edit PG1380.mp3
116,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/121885/download,XC121885-Dendrocygna guttata_27i97_82x_131A#4.mp3
117,guttata,Spotted Whistling Duck,Dendrocygna,https://xeno-canto.org/388886/download,XC388886-Spotted Whistling-Duck Lake Murray part-m Sept 25 2017 PG1950.mp3
118,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/737661/download,XC737661-Spurwing Goose 220519-070256.mp3
119,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/521346/download,XC521346-Plectropterus_gambensis_niger-FL flight AloeCanyon 18Nov19 9.03am LS116207b.mp3
120,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/517496/download,XC517496-Plectropterus_gambensis_niger-FL flight Wakkerstroom Lark Loop 2Oct19 7.28am LS115304b.mp3
121,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/505705/download,XC505705-SpurwingedGoose_Ndiael_191103_0449_edited.mp3
122,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/442483/download,XC442483-Spur-winged Goose.mp3
123,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/382946/download,XC382946-Goose Spurwinged_Clanwilliam_170701_09_B_edit.mp3
124,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/339357/download,XC339357-LS101856 Spur-winged Goose call B.mp3
125,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/339356/download,XC339356-LS101854 Spur-winged Goose call B.mp3
126,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/280557/download,XC280557-LS_51609 Spur-winged Goose flight call B.mp3
127,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/126343/download,XC126343-SpurWingedGoose21Jan2013BenfontijnFreeStateSouthAfrika.mp3
128,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/610697/download,XC610697-7 SW Goose.mp3
129,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/513600/download,XC513600-16 SW Goose.mp3
130,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/511788/download,XC511788-8 SW Goose plus.mp3
131,gambensis,Spur-winged Goose,Plectropterus,https://xeno-canto.org/442439/download,XC442439-Spur-winged Goose.mp3
132,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/580931/download,XC580931-SBD_20200803_090030.mp3
133,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/580930/download,XC580930-SBD_20200803_092057.mp3
134,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/571156/download,XC571156-Duck-Indian-Spot-billed-Anas-poecilorhyncha-Bhose-Dam--Chakan-20200624-025-RNP.mp3
135,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/568941/download,XC568941-b02c.mp3
136,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/580929/download,XC580929-SBD_20200803_092122.mp3
137,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547552/download,XC547552-Indian Spot-billed Duck2019-4-12-3.mp3
138,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547551/download,XC547551-Indian Spot-billed Duck2019-4-12-1t.mp3
139,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547550/download,XC547550-Indian Spot-billed Duck2019-4-12-2.mp3
140,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547549/download,XC547549-Indian Spot-billed Duck2019-4-12-5.mp3
141,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547548/download,XC547548-Indian Spot-billed Duck2019-4-12-4.mp3
142,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/547547/download,XC547547-Indian Spot-billed Duck2019-4-12-6t.mp3
143,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/468784/download,XC468784-Indian-Spot-billed-Duck-Anas-poecilorhyncha-20190413-008-RNP.mp3
144,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/460208/download,XC460208-LS101105 Indian Spot-billed Duck flight call B.mp3
145,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/424143/download,XC424143-spotbilledduck_170917.mp3
146,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/295226/download,XC295226-IndianSpotbilledDuck_Thailand_021815_call.mp3
147,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/195759/download,XC195759-Duck Spot-billed (Anas poecilorhyncha) Alarm Pashan RNP 20140916.mp3
148,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/166170/download,XC166170-Anas_poecilorhyncha_nom-FL flight calls 20kmW of Nagpur 25Jan13 5.07pm LS110547.mp3
149,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/124019/download,XC124019-spot billed1.mp3
150,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/574746/download,XC574746-SBD_20191020_0750.mp3
151,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/574745/download,XC574745-SBD_20191020_0750a.mp3
152,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/472573/download,XC472573-LS101453 Spot-billed Duck call take off pair C.mp3
153,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/467964/download,XC467964-Duck-Indian-Spot-billed-Anas-poecilorhyncha-WII-Dehradun-20190413-008-RNP.mp3
154,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/114233/download,XC114233-Spotbilled Duck Com I.mp3
155,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/95804/download,spotbilled ducks.mp3
156,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/472572/download,XC472572-LS101451 Spot-billed Duck call D.mp3
157,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/452274/download,XC452274-Indian Spot-billed Duck_IITM_20190108_075808.mp3
158,poecilorhyncha,Indian Spot-billed Duck,Anas,https://xeno-canto.org/358064/download,XC358064-Spot_20170304083726.mp3
159,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/803919/download,XC803919-Eastern-Spot-billed-Duck斑嘴鸭-飞过头顶-2112210935-崇明东滩保护区SHADOW_2476S12.mp3
160,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/803918/download,XC803918-Eastern-Spot-billed-Duck斑嘴鸭-绿头鸭-call-2210261559-横沙-SHADOW_2766S12.mp3
161,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/803917/download,XC803917-Eastern-Spot-billed-Duck斑嘴鸭-call-2301170919-东滩保护区SHADOW_2869S12.mp3
162,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/414280/download,XC414280-Anas_zonorhyncha-FL calls Elsen Tasarhai 2Jun17 11.40am LS112068a.mp3
163,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/414279/download,XC414279-Anas_zonorhyncha-FL (OrientalReedW) Elsen Tasarhai 2Jun17 11.34am LS112067a.mp3
164,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/414277/download,XC414277-Anas_zonorhyncha-FL (OrientalReedW) Elsen Tasarhai 2Jun17 11.29am LS112066a.mp3
165,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266818/download,"XC266818-Anas zonorhyncha male, female 0508_200445,AAA.MP3"
166,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266815/download,"XC266815-Anas zonorhyncha 0508_065810,A+.MP3"
167,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/194697/download,XC194697-EasternSpotBilledDuck_SouthKorea_090814_call_swimming.mp3
168,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/21569/download,Spot-billedDuck.mp3
169,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/661792/download,XC661792-XC655832 - Eastern Spot-billed Duck - Anas zonorhyncha.mp3
170,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/581286/download,XC581286-2020.5.8(spot-billed duck).mp3
171,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/286056/download,XC286056-LS_58719 Eastern Spot-billed Duck ca.mp3
172,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266817/download,"XC266817-Anas zonorhyncha male 0508_200252,A+.MP3"
173,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266814/download,"XC266814-Anas zonorhyncha 150424_001,AAA4.MP3"
174,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266813/download,"XC266813-Anas zonorhyncha 150424_001,AA8.MP3"
175,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/326876/download,XC326876-Eastern Spot-billed Duck flight calls 20160509 0819 FC RUS OA Muraviovka Park TW LS_5.mp3
176,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/266816/download,"XC266816-Anas zonorhyncha 150508_002, ночь-утро,AAA1.MP3"
177,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/285736/download,XC285736-LS_58145 LAKE TODEN Eastern Spot-bil.mp3
178,zonorhyncha,Eastern Spot-billed Duck,Anas,https://xeno-canto.org/78460/download,Anas_zonorhyncha-FL flight calls  BoengPrekLapouv Cambodia 12Feb0211 R09_ (3).mp3
179,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/276963/download,XC276963-Somateria_fischeri-FL f feeding GasWellRd Barrow 12Jun15 12.36pm LS117076a.mp3
180,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/185370/download,XC185370-Spectacled Eider2014-6-28-2.mp3
181,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/141728/download,XC141728-Spectacled Eider2013-6-13-1wing.mp3
182,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/351092/download,XC351092-Somateria_fischeri-FL feeding GasWellRd Barrow 12Jun15 12.30pm LS117073b.mp3
183,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/277101/download,XC277101-Somateria_fischeri-FL feeding 2m+f GasWellRd Barrow 14Jun15 4.42pm LS117167b.mp3
184,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/276964/download,XC276964-Somateria_fischeri-FL pair feeding 5m [PecSand] GasWellRd Barrow 12Jun15 12.33pm LS117075b.mp3
185,fischeri,Spectacled Eider,Somateria,https://xeno-canto.org/406392/download,"XC406392-Glasögonejder-vingljud-Barrow, Alaska-(2017-06-14 22.37)-[0.39]-LS141322.mp3"
186,guttata,Speckled Chachalaca,Ortalis,https://xeno-canto.org/478359/download,"XC478359-Speckled Chachalaca, 190527-001.mp3"
187,guttata,Speckled Chachalaca,Ortalis,https://xeno-canto.org/461505/download,XC461505-ID PERU BIRD 68 PARROTS speckled chachalaca.mp3
